model_id,group,lineage_id,parent_id,architecture,architecture_family,topology_id,source_id,source_repository,source_url,checkpoint_url,original_filename,local_checkpoint_path,sha256,state_dict_sha256,framework,framework_version,checkpoint_format,num_parameters,input_size,normalization_mean,normalization_std,cifar10_test_accuracy_reported,cifar10_test_accuracy_verified,training_seed,optimizer,learning_rate,weight_decay,augmentation,training_recipe,notes,download_date,status,dataset,class_order,source_revision,source_release,upstream_sha1,loader_spec,download_spec,preprocessing_evidence,independence_evidence,checkpoint_bytes,parameter_sha256,cifar10_smoke_accuracy,verification,normalization_location,model_definition_packages,full_verification,reported_verified_gap_pp,accuracy_warning,num_trainable_parameters,num_nontrainable_parameters,input_range,input_color_order,input_layout,output_type,num_classes,training_log_url,training_framework_version,upstream_sha256_prefix,training_run_id,checkpoint_iteration,reported_accuracy_iteration,hyperparameter_signature
A001,A,original_001,,nin,NIN,osmr:nin,osmr,https://github.com/osmr/imgclsmob,https://github.com/osmr/pytorchcv,https://github.com/osmr/imgclsmob/releases/download/v0.0.175/nin_cifar10-0743-795b0824.pth.zip,nin_cifar10-0743-795b0824.pth,checkpoints/A/A001_nin_cifar10-0743-795b0824.pth,ea327fcb534f56f270fe257afd023cf3a2e866ab73064268053a069b08111769,d89fd2c9d808f1c4708b07b396b0f416fa4d0ad358bba6deb4a84b8bc661af7f,PyTorch,2.14.0+cpu,state_dict,966986,"[3, 32, 32]","[0.4914, 0.4822, 0.4465]","[0.2023, 0.1994, 0.201]",92.57,92.57,,,,,,,Upstream reports test error; stored accuracy = 100 - error. Converted from Gluon upstream; no derivative created here.,2026-09-07T04:59:35Z,verified,CIFAR-10,"[""airplane"", ""automobile"", ""bird"", ""cat"", ""deer"", ""dog"", ""frog"", ""horse"", ""ship"", ""truck""]",80726b972e36b6569889f890f139227c27a5acba,v0.0.175,795b082470b58c1aa94e2f861514b7914f6e2f58,"{""adapter"": ""vendored"", ""module"": ""cv.models.nin_cifar"", ""factory"": ""nin_cifar10""}","{""kind"": ""zip"", ""member"": ""nin_cifar10-0743-795b0824.pth""}",metadata/evidence/gluon_cifar.txt,Distinct published architecture checkpoints; upstream Gluon-to-PyTorch format conversion is not counted as another lineage.,3871814,d89fd2c9d808f1c4708b07b396b0f416fa4d0ad358bba6deb4a84b8bc661af7f,89.0625,"{""model_id"": ""A001"", ""passed"": true, ""samples"": 256, ""correct"": 228, ""accuracy_percent"": 89.0625, ""full_test_set"": false, ""subset_seed"": 20260907, ""indices_sha256"": ""072da18cce220a907a9a5eca3c800500e2f6d972c4903c62f6903308ebdecf30"", ""preprocessing"": ""native"", ""device"": ""cpu"", ""torch_version"": ""2.14.0+cpu"", ""seconds"": 1.608, ""date"": ""2026-09-07T05:03:19Z""}",wrapper,"{""torch"": ""2.14.0+cpu"", ""torchvision"": ""0.29.0+cpu""}","{""model_id"": ""A001"", ""passed"": true, ""samples"": 10000, ""correct"": 9257, ""accuracy_percent"": 92.57, ""checkpoint_sha256"": ""ea327fcb534f56f270fe257afd023cf3a2e866ab73064268053a069b08111769"", ""full_test_set"": true, ""subset_seed"": null, ""indices_sha256"": ""7d99a727ec84a6794eb1905bb9aa18ce6bfcef7a3b7cc203a68b281fb7f46e61"", ""preprocessing"": ""native"", ""device"": ""cpu"", ""torch_version"": ""2.14.0+cpu"", ""seconds"": 44.839, ""date"": ""2026-09-07T05:15:07Z""}",0.0,,966986,0,"[0.0, 1.0]",RGB,NCHW,logits,10,,,,,,,
A002,A,original_002,,resnet20,ResNet,osmr:resnet20,osmr,https://github.com/osmr/imgclsmob,https://github.com/osmr/pytorchcv,https://github.com/osmr/imgclsmob/releases/download/v0.0.163/resnet20_cifar10-0597-9b0024ac.pth.zip,resnet20_cifar10-0597-9b0024ac.pth,checkpoints/A/A002_resnet20_cifar10-0597-9b0024ac.pth,69cdcb9920f13f07e5ea82bcbc6d26a1a88acbf24e47984f8cc442aea830ed2e,4d24c5c9244ee356ca2785b2cdb48ed06ab814019f1b531b431f4bce1cb6ff52,PyTorch,2.14.0+cpu,state_dict,272474,"[3, 32, 32]","[0.4914, 0.4822, 0.4465]","[0.2023, 0.1994, 0.201]",94.03,94.03,,,,,,,Upstream reports test error; stored accuracy = 100 - error. Converted from Gluon upstream; no derivative created here.,2026-09-07T04:59:36Z,verified,CIFAR-10,"[""airplane"", ""automobile"", ""bird"", ""cat"", ""deer"", ""dog"", ""frog"", ""horse"", ""ship"", ""truck""]",80726b972e36b6569889f890f139227c27a5acba,v0.0.163,9b0024ac4c2f374cde2c5052e0d0344a75871cdb,"{""adapter"": ""vendored"", ""module"": ""cv.models.resnet_cifar"", ""factory"": ""resnet20_cifar10""}","{""kind"": ""zip"", ""member"": ""resnet20_cifar10-0597-9b0024ac.pth""}",metadata/evidence/gluon_cifar.txt,Distinct published architecture checkpoints; upstream Gluon-to-PyTorch format conversion is not counted as another lineage.,1120753,9c71a9f87543dd9d09b1d98d6537f2f989ee7fc94e240047c6538d5b55d7c73d,92.96875,"{""model_id"": ""A002"", ""passed"": true, ""samples"": 256, ""correct"": 238, ""accuracy_percent"": 92.96875, ""full_test_set"": false, ""subset_seed"": 20260907, ""indices_sha256"": ""072da18cce220a907a9a5eca3c800500e2f6d972c4903c62f6903308ebdecf30"", ""preprocessing"": ""native"", ""device"": ""cpu"", ""torch_version"": ""2.14.0+cpu"", ""seconds"": 0.619, ""date"": ""2026-09-07T05:03:20Z""}",wrapper,"{""torch"": ""2.14.0+cpu"", ""torchvision"": ""0.29.0+cpu""}","{""model_id"": ""A002"", ""passed"": true, ""samples"": 10000, ""correct"": 9403, ""accuracy_percent"": 94.03, ""checkpoint_sha256"": ""69cdcb9920f13f07e5ea82bcbc6d26a1a88acbf24e47984f8cc442aea830ed2e"", ""full_test_set"": true, ""subset_seed"": null, ""indices_sha256"": ""7d99a727ec84a6794eb1905bb9aa18ce6bfcef7a3b7cc203a68b281fb7f46e61"", ""preprocessing"": ""native"", ""device"": ""cpu"", ""torch_version"": ""2.14.0+cpu"", ""seconds"": 10.835, ""date"": ""2026-09-07T05:10:53Z""}",0.0,,272474,0,"[0.0, 1.0]",RGB,NCHW,logits,10,,,,,,,
A003,A,original_003,,resnet56,ResNet,osmr:resnet56,osmr,https://github.com/osmr/imgclsmob,https://github.com/osmr/pytorchcv,https://github.com/osmr/imgclsmob/releases/download/v0.0.163/resnet56_cifar10-0452-628c42a2.pth.zip,resnet56_cifar10-0452-628c42a2.pth,checkpoints/A/A003_resnet56_cifar10-0452-628c42a2.pth,f6fa8b1c990d9dd61cd01969850ffec411af9c4503a208683a5ee1f2ff027431,6b0cb4aa1150467c9f40302df953243080d73887aaaac45da0cecf4997f3ae3d,PyTorch,2.14.0+cpu,state_dict,855770,"[3, 32, 32]","[0.4914, 0.4822, 0.4465]","[0.2023, 0.1994, 0.201]",95.48,95.48,,,,,,,Upstream reports test error; stored accuracy = 100 - error. Converted from Gluon upstream; no derivative created here.,2026-09-07T04:59:36Z,verified,CIFAR-10,"[""airplane"", ""automobile"", ""bird"", ""cat"", ""deer"", ""dog"", ""frog"", ""horse"", ""ship"", ""truck""]",80726b972e36b6569889f890f139227c27a5acba,v0.0.163,628c42a26fe347b84060136212e018df2bb35e0f,"{""adapter"": ""vendored"", ""module"": ""cv.models.resnet_cifar"", ""factory"": ""resnet56_cifar10""}","{""kind"": ""zip"", ""member"": ""resnet56_cifar10-0452-628c42a2.pth""}",metadata/evidence/gluon_cifar.txt,Distinct published architecture checkpoints; upstream Gluon-to-PyTorch format conversion is not counted as another lineage.,3507568,169b20bcd32f1195e2fd08ebb9ebadb7d65f46faadef3965cc6efc484d3ac930,94.140625,"{""model_id"": ""A003"", ""passed"": true, ""samples"": 256, ""correct"": 241, ""accuracy_percent"": 94.140625, ""full_test_set"": false, ""subset_seed"": 20260907, ""indices_sha256"": ""072da18cce220a907a9a5eca3c800500e2f6d972c4903c62f6903308ebdecf30"", ""preprocessing"": ""native"", ""device"": ""cpu"", ""torch_version"": ""2.14.0+cpu"", ""seconds"": 1.068, ""date"": ""2026-09-07T05:03:21Z""}",wrapper,"{""torch"": ""2.14.0+cpu"", ""torchvision"": ""0.29.0+cpu""}","{""model_id"": ""A003"", ""passed"": true, ""samples"": 10000, ""correct"": 9548, ""accuracy_percent"": 95.48, ""checkpoint_sha256"": ""f6fa8b1c990d9dd61cd01969850ffec411af9c4503a208683a5ee1f2ff027431"", ""full_test_set"": true, ""subset_seed"": null, ""indices_sha256"": ""7d99a727ec84a6794eb1905bb9aa18ce6bfcef7a3b7cc203a68b281fb7f46e61"", ""preprocessing"": ""native"", ""device"": ""cpu"", ""torch_version"": ""2.14.0+cpu"", ""seconds"": 31.243, ""date"": ""2026-09-07T05:15:38Z""}",0.0,,855770,0,"[0.0, 1.0]",RGB,NCHW,logits,10,,,,,,,
A004,A,original_004,,resnet110,ResNet,osmr:resnet110,osmr,https://github.com/osmr/imgclsmob,https://github.com/osmr/pytorchcv,https://github.com/osmr/imgclsmob/releases/download/v0.0.163/resnet110_cifar10-0369-4d6ca1fc.pth.zip,resnet110_cifar10-0369-4d6ca1fc.pth,checkpoints/A/A004_resnet110_cifar10-0369-4d6ca1fc.pth,12814bc58dc457883c61bef85c1de79759127b61ec2b3c772e0decd58dbe11ca,697734eac6deca8187d31e52896b68255af454b146f88662085af6f0b1524df8,PyTorch,2.14.0+cpu,state_dict,1730714,"[3, 32, 32]","[0.4914, 0.4822, 0.4465]","[0.2023, 0.1994, 0.201]",96.31,,,,,,,,Upstream reports test error; stored accuracy = 100 - error. Converted from Gluon upstream; no derivative created here.,2026-09-07T04:59:37Z,verified,CIFAR-10,"[""airplane"", ""automobile"", ""bird"", ""cat"", ""deer"", ""dog"", ""frog"", ""horse"", ""ship"", ""truck""]",80726b972e36b6569889f890f139227c27a5acba,v0.0.163,4d6ca1fc02eaeed724f4f596011e391528536049,"{""adapter"": ""vendored"", ""module"": ""cv.models.resnet_cifar"", ""factory"": ""resnet110_cifar10""}","{""kind"": ""zip"", ""member"": ""resnet110_cifar10-0369-4d6ca1fc.pth""}",metadata/evidence/gluon_cifar.txt,Distinct published architecture checkpoints; upstream Gluon-to-PyTorch format conversion is not counted as another lineage.,7089118,b2e1e806608199cfaf6dec9c6989fac2033933932e759816ebdaae1a60df7e48,94.140625,"{""model_id"": ""A004"", ""passed"": true, ""samples"": 256, ""correct"": 241, ""accuracy_percent"": 94.140625, ""full_test_set"": false, ""subset_seed"": 20260907, ""indices_sha256"": ""072da18cce220a907a9a5eca3c800500e2f6d972c4903c62f6903308ebdecf30"", ""preprocessing"": ""native"", ""device"": ""cpu"", ""torch_version"": ""2.14.0+cpu"", ""seconds"": 2.009, ""date"": ""2026-09-07T05:03:23Z""}",wrapper,"{""torch"": ""2.14.0+cpu"", ""torchvision"": ""0.29.0+cpu""}",,,,1730714,0,"[0.0, 1.0]",RGB,NCHW,logits,10,,,,,,,
A005,A,original_005,,preresnet20,PreResNet,osmr:preresnet20,osmr,https://github.com/osmr/imgclsmob,https://github.com/osmr/pytorchcv,https://github.com/osmr/imgclsmob/releases/download/v0.0.164/preresnet20_cifar10-0651-76cec68d.pth.zip,preresnet20_cifar10-0651-76cec68d.pth,checkpoints/A/A005_preresnet20_cifar10-0651-76cec68d.pth,116106588f85f942c963ea8765b0c68d88512dd5f1428214a20f0b367ba414fe,13724cd4d6bc89a15a115b3405731b10a9c01a87027f332dd916763d43a7f6fb,PyTorch,2.14.0+cpu,state_dict,272282,"[3, 32, 32]","[0.4914, 0.4822, 0.4465]","[0.2023, 0.1994, 0.201]",93.49,,,,,,,,Upstream reports test error; stored accuracy = 100 - error. Converted from Gluon upstream; no derivative created here.,2026-09-07T04:59:38Z,verified,CIFAR-10,"[""airplane"", ""automobile"", ""bird"", ""cat"", ""deer"", ""dog"", ""frog"", ""horse"", ""ship"", ""truck""]",80726b972e36b6569889f890f139227c27a5acba,v0.0.164,76cec68d11de5b25be2ea5935681645b76195f1d,"{""adapter"": ""vendored"", ""module"": ""cv.models.preresnet_cifar"", ""factory"": ""preresnet20_cifar10""}","{""kind"": ""zip"", ""member"": ""preresnet20_cifar10-0651-76cec68d.pth""}",metadata/evidence/gluon_cifar.txt,Distinct published architecture checkpoints; upstream Gluon-to-PyTorch format conversion is not counted as another lineage.,1117532,b88d112242c9753bbb60072744ede32280b808a9f0165fff6bdd1ab12d666045,92.96875,"{""model_id"": ""A005"", ""passed"": true, ""samples"": 256, ""correct"": 238, ""accuracy_percent"": 92.96875, ""full_test_set"": false, ""subset_seed"": 20260907, ""indices_sha256"": ""072da18cce220a907a9a5eca3c800500e2f6d972c4903c62f6903308ebdecf30"", ""preprocessing"": ""native"", ""device"": ""cpu"", ""torch_version"": ""2.14.0+cpu"", ""seconds"": 0.445, ""date"": ""2026-09-07T05:03:24Z""}",wrapper,"{""torch"": ""2.14.0+cpu"", ""torchvision"": ""0.29.0+cpu""}",,,,272282,0,"[0.0, 1.0]",RGB,NCHW,logits,10,,,,,,,
A006,A,original_006,,preresnet56,PreResNet,osmr:preresnet56,osmr,https://github.com/osmr/imgclsmob,https://github.com/osmr/pytorchcv,https://github.com/osmr/imgclsmob/releases/download/v0.0.164/preresnet56_cifar10-0449-e9124fcf.pth.zip,preresnet56_cifar10-0449-e9124fcf.pth,checkpoints/A/A006_preresnet56_cifar10-0449-e9124fcf.pth,f96a229004ef6719b35050bd49de04adaf97139f331b0cd302ed3c44f1fdc766,74215622be626a071d20b5adf5852d461aec058d0cd8221163254f2a2d3b967b,PyTorch,2.14.0+cpu,state_dict,855578,"[3, 32, 32]","[0.4914, 0.4822, 0.4465]","[0.2023, 0.1994, 0.201]",95.51,95.51,,,,,,,Upstream reports test error; stored accuracy = 100 - error. Converted from Gluon upstream; no derivative created here.,2026-09-07T04:59:39Z,verified,CIFAR-10,"[""airplane"", ""automobile"", ""bird"", ""cat"", ""deer"", ""dog"", ""frog"", ""horse"", ""ship"", ""truck""]",80726b972e36b6569889f890f139227c27a5acba,v0.0.164,e9124fcf167d8ca50addef00c3afa4da9f828f29,"{""adapter"": ""vendored"", ""module"": ""cv.models.preresnet_cifar"", ""factory"": ""preresnet56_cifar10""}","{""kind"": ""zip"", ""member"": ""preresnet56_cifar10-0449-e9124fcf.pth""}",metadata/evidence/gluon_cifar.txt,Distinct published architecture checkpoints; upstream Gluon-to-PyTorch format conversion is not counted as another lineage.,3504515,cc124872be4726962954aca967ff42d657d955f8e273c4909cc24fd31d51f274,94.140625,"{""model_id"": ""A006"", ""passed"": true, ""samples"": 256, ""correct"": 241, ""accuracy_percent"": 94.140625, ""full_test_set"": false, ""subset_seed"": 20260907, ""indices_sha256"": ""072da18cce220a907a9a5eca3c800500e2f6d972c4903c62f6903308ebdecf30"", ""preprocessing"": ""native"", ""device"": ""cpu"", ""torch_version"": ""2.14.0+cpu"", ""seconds"": 0.931, ""date"": ""2026-09-07T05:03:25Z""}",wrapper,"{""torch"": ""2.14.0+cpu"", ""torchvision"": ""0.29.0+cpu""}","{""model_id"": ""A006"", ""passed"": true, ""samples"": 10000, ""correct"": 9551, ""accuracy_percent"": 95.51, ""checkpoint_sha256"": ""f96a229004ef6719b35050bd49de04adaf97139f331b0cd302ed3c44f1fdc766"", ""full_test_set"": true, ""subset_seed"": null, ""indices_sha256"": ""7d99a727ec84a6794eb1905bb9aa18ce6bfcef7a3b7cc203a68b281fb7f46e61"", ""preprocessing"": ""native"", ""device"": ""cpu"", ""torch_version"": ""2.14.0+cpu"", ""seconds"": 31.724, ""date"": ""2026-09-07T05:16:10Z""}",0.0,,855578,0,"[0.0, 1.0]",RGB,NCHW,logits,10,,,,,,,
A007,A,original_007,,seresnet20,SE-ResNet,osmr:seresnet20,osmr,https://github.com/osmr/imgclsmob,https://github.com/osmr/pytorchcv,https://github.com/osmr/imgclsmob/releases/download/v0.0.362/seresnet20_cifar10-0601-935d8943.pth.zip,seresnet20_cifar10-0601-935d8943.pth,checkpoints/A/A007_seresnet20_cifar10-0601-935d8943.pth,704214a2674202e60bf12f98cfa55f96d5673f6f0130b536db258055e9ae2bfe,ebeddd2d65005d7377ac9ce77974b6c25020475f02c214bd5e1f1c0f0481e3f6,PyTorch,2.14.0+cpu,state_dict,274847,"[3, 32, 32]","[0.4914, 0.4822, 0.4465]","[0.2023, 0.1994, 0.201]",93.99,,,,,,,,Upstream reports test error; stored accuracy = 100 - error. Converted from Gluon upstream; no derivative created here.,2026-09-07T04:59:39Z,verified,CIFAR-10,"[""airplane"", ""automobile"", ""bird"", ""cat"", ""deer"", ""dog"", ""frog"", ""horse"", ""ship"", ""truck""]",80726b972e36b6569889f890f139227c27a5acba,v0.0.362,935d89433e803c8a3027c81f1267401e7caccce6,"{""adapter"": ""vendored"", ""module"": ""cv.models.seresnet_cifar"", ""factory"": ""seresnet20_cifar10""}","{""kind"": ""zip"", ""member"": ""seresnet20_cifar10-0601-935d8943.pth""}",metadata/evidence/gluon_cifar.txt,Distinct published architecture checkpoints; upstream Gluon-to-PyTorch format conversion is not counted as another lineage.,1139690,5a3947f142dd2ef4986c07dd589da04c274f50eac6c9e91eb6c7719ebb0a8f34,91.796875,"{""model_id"": ""A007"", ""passed"": true, ""samples"": 256, ""correct"": 235, ""accuracy_percent"": 91.796875, ""full_test_set"": false, ""subset_seed"": 20260907, ""indices_sha256"": ""072da18cce220a907a9a5eca3c800500e2f6d972c4903c62f6903308ebdecf30"", ""preprocessing"": ""native"", ""device"": ""cpu"", ""torch_version"": ""2.14.0+cpu"", ""seconds"": 0.512, ""date"": ""2026-09-07T05:03:26Z""}",wrapper,"{""torch"": ""2.14.0+cpu"", ""torchvision"": ""0.29.0+cpu""}",,,,274847,0,"[0.0, 1.0]",RGB,NCHW,logits,10,,,,,,,
A008,A,original_008,,seresnet56,SE-ResNet,osmr:seresnet56,osmr,https://github.com/osmr/imgclsmob,https://github.com/osmr/pytorchcv,https://github.com/osmr/imgclsmob/releases/download/v0.0.362/seresnet56_cifar10-0413-b61c1439.pth.zip,seresnet56_cifar10-0413-b61c1439.pth,checkpoints/A/A008_seresnet56_cifar10-0413-b61c1439.pth,737583f0b6b2c3ddfdcdcc211172349b47452df46c8c40d87c40434e0a53a617,5dcd4a38942c7d4b2ac35ec320a9375f1eb79e90a6126ec291291985b641f454,PyTorch,2.14.0+cpu,state_dict,862889,"[3, 32, 32]","[0.4914, 0.4822, 0.4465]","[0.2023, 0.1994, 0.201]",95.87,95.87,,,,,,,Upstream reports test error; stored accuracy = 100 - error. Converted from Gluon upstream; no derivative created here.,2026-09-07T04:59:40Z,verified,CIFAR-10,"[""airplane"", ""automobile"", ""bird"", ""cat"", ""deer"", ""dog"", ""frog"", ""horse"", ""ship"", ""truck""]",80726b972e36b6569889f890f139227c27a5acba,v0.0.362,b61c143989cb2901bec48dded4c6ddcae91aabc4,"{""adapter"": ""vendored"", ""module"": ""cv.models.seresnet_cifar"", ""factory"": ""seresnet56_cifar10""}","{""kind"": ""zip"", ""member"": ""seresnet56_cifar10-0413-b61c1439.pth""}",metadata/evidence/gluon_cifar.txt,Distinct published architecture checkpoints; upstream Gluon-to-PyTorch format conversion is not counted as another lineage.,3564383,38fc06367b2f7e9e5a2005ee1ef4153232bebd61e8386744afd95fd41d761b9e,95.703125,"{""model_id"": ""A008"", ""passed"": true, ""samples"": 256, ""correct"": 245, ""accuracy_percent"": 95.703125, ""full_test_set"": false, ""subset_seed"": 20260907, ""indices_sha256"": ""072da18cce220a907a9a5eca3c800500e2f6d972c4903c62f6903308ebdecf30"", ""preprocessing"": ""native"", ""device"": ""cpu"", ""torch_version"": ""2.14.0+cpu"", ""seconds"": 1.113, ""date"": ""2026-09-07T05:03:27Z""}",wrapper,"{""torch"": ""2.14.0+cpu"", ""torchvision"": ""0.29.0+cpu""}","{""model_id"": ""A008"", ""passed"": true, ""samples"": 10000, ""correct"": 9587, ""accuracy_percent"": 95.87, ""checkpoint_sha256"": ""737583f0b6b2c3ddfdcdcc211172349b47452df46c8c40d87c40434e0a53a617"", ""full_test_set"": true, ""subset_seed"": null, ""indices_sha256"": ""7d99a727ec84a6794eb1905bb9aa18ce6bfcef7a3b7cc203a68b281fb7f46e61"", ""preprocessing"": ""native"", ""device"": ""cpu"", ""torch_version"": ""2.14.0+cpu"", ""seconds"": 35.987, ""date"": ""2026-09-07T05:16:46Z""}",0.0,,862889,0,"[0.0, 1.0]",RGB,NCHW,logits,10,,,,,,,
A009,A,original_009,,sepreresnet56,SE-PreResNet,osmr:sepreresnet56,osmr,https://github.com/osmr/imgclsmob,https://github.com/osmr/pytorchcv,https://github.com/osmr/imgclsmob/releases/download/v0.0.379/sepreresnet56_cifar10-0451-fc23e153.pth.zip,sepreresnet56_cifar10-0451-fc23e153.pth,checkpoints/A/A009_sepreresnet56_cifar10-0451-fc23e153.pth,ba0913a3257a843fb4b8afe2c4ff87b531ca20aed9c2c9465c52dfa539c15595,8bdadea2fd5afa2722ab33519f2589249e43f8964800b9dd8dce48d74424f998,PyTorch,2.14.0+cpu,state_dict,862601,"[3, 32, 32]","[0.4914, 0.4822, 0.4465]","[0.2023, 0.1994, 0.201]",95.49,,,,,,,,Upstream reports test error; stored accuracy = 100 - error. Converted from Gluon upstream; no derivative created here.,2026-09-07T04:59:42Z,verified,CIFAR-10,"[""airplane"", ""automobile"", ""bird"", ""cat"", ""deer"", ""dog"", ""frog"", ""horse"", ""ship"", ""truck""]",80726b972e36b6569889f890f139227c27a5acba,v0.0.379,fc23e153ccfaddd52de61d77570a0befeee1e687,"{""adapter"": ""vendored"", ""module"": ""cv.models.sepreresnet_cifar"", ""factory"": ""sepreresnet56_cifar10""}","{""kind"": ""zip"", ""member"": ""sepreresnet56_cifar10-0451-fc23e153.pth""}",metadata/evidence/gluon_cifar.txt,Distinct published architecture checkpoints; upstream Gluon-to-PyTorch format conversion is not counted as another lineage.,3561270,459a33827b7b0a543788dcc07aa7df9310c3abe6b5d0ade0ba6ddc03fec5955d,95.3125,"{""model_id"": ""A009"", ""passed"": true, ""samples"": 256, ""correct"": 244, ""accuracy_percent"": 95.3125, ""full_test_set"": false, ""subset_seed"": 20260907, ""indices_sha256"": ""072da18cce220a907a9a5eca3c800500e2f6d972c4903c62f6903308ebdecf30"", ""preprocessing"": ""native"", ""device"": ""cpu"", ""torch_version"": ""2.14.0+cpu"", ""seconds"": 1.185, ""date"": ""2026-09-07T05:03:28Z""}",wrapper,"{""torch"": ""2.14.0+cpu"", ""torchvision"": ""0.29.0+cpu""}",,,,862601,0,"[0.0, 1.0]",RGB,NCHW,logits,10,,,,,,,
A010,A,original_010,,pyramidnet110_a48,PyramidNet,osmr:pyramidnet110_a48,osmr,https://github.com/osmr/imgclsmob,https://github.com/osmr/pytorchcv,https://github.com/osmr/imgclsmob/releases/download/v0.0.184/pyramidnet110_a48_cifar10-0372-eb185645.pth.zip,pyramidnet110_a48_cifar10-0372-eb185645.pth,checkpoints/A/A010_pyramidnet110_a48_cifar10-0372-eb185645.pth,6f73fe93a6031904163fe1f34763ac4bb259e05028fdf1bb4ad870de36e33d9b,98ffa3e86aa7c00ba52272949153c56999ef7d72cba0bc99083548faf86bae40,PyTorch,2.14.0+cpu,state_dict,1772706,"[3, 32, 32]","[0.4914, 0.4822, 0.4465]","[0.2023, 0.1994, 0.201]",96.28,96.28,,,,,,,Upstream reports test error; stored accuracy = 100 - error. Converted from Gluon upstream; no derivative created here.,2026-09-07T04:59:43Z,verified,CIFAR-10,"[""airplane"", ""automobile"", ""bird"", ""cat"", ""deer"", ""dog"", ""frog"", ""horse"", ""ship"", ""truck""]",80726b972e36b6569889f890f139227c27a5acba,v0.0.184,eb185645cda89e0c3c47b11c4b2d14ff18fa0ae1,"{""adapter"": ""vendored"", ""module"": ""cv.models.pyramidnet_cifar"", ""factory"": ""pyramidnet110_a48_cifar10""}","{""kind"": ""zip"", ""member"": ""pyramidnet110_a48_cifar10-0372-eb185645.pth""}",metadata/evidence/gluon_cifar.txt,Distinct published architecture checkpoints; upstream Gluon-to-PyTorch format conversion is not counted as another lineage.,7312929,804c3f74ea9bfc9e9d87a769c99a2cd61c0724049b9dbba093b2714b01f96fdf,96.09375,"{""model_id"": ""A010"", ""passed"": true, ""samples"": 256, ""correct"": 246, ""accuracy_percent"": 96.09375, ""full_test_set"": false, ""subset_seed"": 20260907, ""indices_sha256"": ""072da18cce220a907a9a5eca3c800500e2f6d972c4903c62f6903308ebdecf30"", ""preprocessing"": ""native"", ""device"": ""cpu"", ""torch_version"": ""2.14.0+cpu"", ""seconds"": 3.622, ""date"": ""2026-09-07T05:03:32Z""}",wrapper,"{""torch"": ""2.14.0+cpu"", ""torchvision"": ""0.29.0+cpu""}","{""model_id"": ""A010"", ""passed"": true, ""samples"": 10000, ""correct"": 9628, ""accuracy_percent"": 96.28, ""checkpoint_sha256"": ""6f73fe93a6031904163fe1f34763ac4bb259e05028fdf1bb4ad870de36e33d9b"", ""full_test_set"": true, ""subset_seed"": null, ""indices_sha256"": ""7d99a727ec84a6794eb1905bb9aa18ce6bfcef7a3b7cc203a68b281fb7f46e61"", ""preprocessing"": ""native"", ""device"": ""cpu"", ""torch_version"": ""2.14.0+cpu"", ""seconds"": 134.837, ""date"": ""2026-09-07T05:19:01Z""}",0.0,,1772706,0,"[0.0, 1.0]",RGB,NCHW,logits,10,,,,,,,
